car_test_nm,addr_road,x,y,tel,tester,work_time,agency_cd,agency_nm,reg_dt
OK자동차1급정비공장,경기도 군포시 공단로 111,37.35535216,126.949112,031-451-7585,5,평일:09:00~18:00+토요일:09:00~13:00,4020000,경기도 군포시,2024-10-16
㈜삼손종합정비,경기도 군포시 농심로 87,37.36520019,126.957511,031-455-8222,4,평일:09:00~18:00+토요일:09:00~13:00,4020000,경기도 군포시,2024-10-16
공단써비스센타,서울특별시 구로구 구로동로 2,37.48215178,126.887403,02-852-1233,4,평일:08:30~18:00+토요일:08:30~13:00,3160000,서울특별시 구로구,2024-10-14
삼부자동차정비㈜,서울특별시 구로구 경인로51길 104,37.503541,126.873731,02-2634-0313,3,평일:08:30~18:00+토요일:08:30~13:00,3160000,서울특별시 구로구,2024-10-14
케이지모빌리티 구로서비스센터 주식회사,서울특별시 구로구 가마산로27길 46,37.4989794062,126.8909212468,02-866-5582,3,평일:08:30~18:00+토요일:08:30~13:00,3160000,서울특별시 구로구,2024-10-14
유)여수자동차공업사,전라남도 여수시 좌수영로 422,34.7668647,127.7030077,061-653-1115,2,08:30-17:30,4810000,전라남도 여수시,2023-07-06
유)신여천자동차공업사,전라남도 여수시 여수산단로327,34.8115555,127.670452,061-685-5773,3,08:30-17:30,4810000,전라남도 여수시,2023-07-06
유)동성자동차공업사,전라남도 여수시 연등8길 23,34.7563185,127.7228487,061-663-2222,3,08:30-17:30,4810000,전라남도 여수시,2023-07-06
부영선진자동차공업사(주),전라남도 여수시 국동남7길 10,34.7310231,127.7215837,061-643-3000,2,(평일)08:00-17:30+(토)09:00-12:00,4810000,전라남도 여수시,2023-07-06
여수현대정비서비스㈜,전라남도 여수시 산단중앙로67,34.82666413,127.6451452,061-692-7575,2,08:00-17:30,4810000,전라남도 여수시,2023-07-06
남여수종합서비스기아오토큐㈜,전라남도 여수시 소라면 소호관기로 143,34.7382471,127.6328233,061-692-8285,2,09:00-18:00,4810000,전라남도 여수시,2023-07-06
그린웨이 자동차공업사,전라남도 여수시 봉계4길 7,34.7846604,127.6637815,061-682-8113,3,08:30-17:00,4810000,전라남도 여수시,2023-07-06
GM대우여수정비소,전라남도 여수시 주삼덕양로 199,34.79080709,127.6527434,061-685-8155,3,09:00-18:00,4810000,전라남도 여수시,2023-07-06
구백자동차공업사,전라남도 여수시 삼동로 101,34.80010123,127.6615809,061-683-5277,3,08:30-18:00,4810000,전라남도 여수시,2023-07-06
둔덕오름자동차공업사,전라남도 여수시 좌수영로 644,34.7810352,127.6961653,061-653-5600,3,08:00-17:30,4810000,전라남도 여수시,2023-07-06
여수종합검사소오토엠,전라남도 여수시 신월로 8길48,34.72798391,127.6981109,061-653-5192,2,08:30-18:00,4810000,전라남도 여수시,2023-07-06
강진종합정비,전라남도 광양시 백운로 955-8(성황동),34.94843878,127.6774034,061-795-1752,2,평일:09:00~18:00,4840000,전라남도 광양시,2024-06-03
우리자동차공업사,전라남도 광양시 삼봉산로 11(태인동),34.935361,127.745904,061-791-6666,3,평일:09:00~18:00,4840000,전라남도 광양시,2024-06-03
제일자동차공업사,전라남도 광양시 광양읍 순광로 379,34.96596966,127.5598375,061-762-6807,2,평일:09:00~18:00,4840000,전라남도 광양시,2024-06-03
신안자동차공업사,전라남도 광양시 광양읍 해광로 884,34.963809,127.5823895,061-763-7777,3,평일:08:30~18:00,4840000,전라남도 광양시,2024-06-03
투투정비옥과1급자동차정비,전라남도 곡성군 오산면 오산로 975,35.26590618,127.1214319,061-363-0357,2,평일:09:00~18:00,4860000,전라남도 곡성군,2024-06-12
동부자동차공업사,경기도 여주시 가남읍 경충대로 1548,37.21941512,127.5284219,031-882-6213,2,09:00~18:00,5700000,경기도 여주시,2024-06-01
세종모터스(주),경기도 여주시 세종로113번길 55,37.28541401,127.638803,031-885-6699,2,09:00~18:00,5700000,경기도 여주시,2024-06-01
오학자동차,경기도 여주시 도예로 77,37.30971191,127.6429566,031-885-1901,2,09:00~18:00,5700000,경기도 여주시,2024-06-01
베드로자동차공업사,경기도 여주시 가남읍 여주남로 1049,37.21636095,127.5570163,031-881-4787,2,09:00~18:00,5700000,경기도 여주시,2024-06-01
주식회사 대광현대서비스,경기도 여주시 가남읍 여주남로 755,37.2341572,127.5746195,031-881-1079,2,09:00~18:00,5700000,경기도 여주시,2024-06-01
주식회사 여주현대공업사,경기도 여주시 여주남로 16,37.28586668,127.6173406,031-882-8900,2,09:00~18:00,5700000,경기도 여주시,2024-06-01
주식회사 능서자동차일급정비종합검사,경기도 여주시 세종대왕면 능여로 22,37.27559705,127.5642094,031-884-6300,2,09:00~18:00,5700000,경기도 여주시,2024-06-01
1급가남검사정비,경기도 여주시 가남읍 여주남로 1205,37.20324009,127.5520365,0507-1338-116,2,09:00~18:00,5700000,경기도 여주시,2024-06-01
경기자동차주식회사,경기도 여주시 세종로 304,37.2709799,127.6374092,031-882-5982,2,09:00~18:00,5700000,경기도 여주시,2024-06-01
1급영진자동차공업사,경기도 여주시 용강길 50,37.28945669,127.648946,031-883-6258,2,09:00~18:00,5700000,경기도 여주시,2024-06-01
주식회사 선경모터스,경기도 여주시 가남읍 은봉길 47-1,37.18775465,127.5570727,031-883-9076,1,09:00~18:00,5700000,경기도 여주시,2024-06-01
바른자동차공업사,경기도 여주시 가남읍 여주남로 1270,37.19877826,127.5486351,031-884-0140,2,09:00~18:00,5700000,경기도 여주시,2024-06-01
원흥산업㈜,강원특별자치도 원주시 치악로 1517,37.3197450984,127.9656644435,033-761-2908,3,평일:08:30~16:30+토요일:08:30~10:30,4191000,강원특별자치도 원주시,2023-07-06
(자)신흥공업사,강원특별자치도 원주시 강변로 565,37.35441000,127.95206000,033-742-3533,3,평일:08:30~18:00+토요일:08:30~13:00,4191000,강원특별자치도 원주시,2023-07-06
선우자동차공업사,강원특별자치도 원주시 정지길 242,37.3559960844,127.9499859468,033-748-4777,1,평일:09:00~18:00+토요일:09:00~12:00,4191000,강원특별자치도 원주시,2023-07-06
㈜안전공업사,강원특별자치도 원주시 호저로 21,37.37903712,127.9419884055,033-744-9992,2,평일:08:30~17:30+토요일:08:30~13:00,4191000,강원특별자치도 원주시,2023-07-06
(합)순호자동차공업사,강원특별자치도 원주시 북원로 2807,37.39418316,127.9502697901,033-747-3300,1,평일:09:00~18:00+토요일:09:00~12:00,4191000,강원특별자치도 원주시,2023-07-06
016소형자동차공업사,강원특별자치도 원주시 흥양로 102번길 3,37.3831221608,127.9587313784,033-747-0016,3,평일:09:00~18:00+토요일:09:00~13:00,4191000,강원특별자치도 원주시,2023-07-06
한국지엠북포항서비스센터,경상북도 포항시 북구 소티재로 102,36.06063727,129.3539353,054-248-9951,,평일 08:30~18:00,5020000,경상북도 포항시,2024-06-17
신영신종합자동차정비,경상북도 포항시 북구 소티재로 112,36.06156068,129.3537143,054-255-8801,,평일 09:00~18:00+토요일 09:00~12:00,5020000,경상북도 포항시,2024-06-17
부강자동차정비,경상북도 포항시 북구 새천년대로1173번길 15-50,36.0728475,129.3719124,054-254-0011,,평일 09:00~17:30+토요일 09:00~11:30,5020000,경상북도 포항시,2024-06-17
하나종합정비,경상북도 포항시 남구 오천읍 장기로 1633,35.96339699,129.4215463,054-292-8700,,평일 09:00~18:00+토요일 09:00~13:00,5020000,경상북도 포항시,2024-06-17
터미널자동차정비,경상북도 포항시 남구 중흥로73번길 7,36.01226618,129.3482603,054-284-9701,,평일 09:00~18:00+토요일 09:00~13:00,5020000,경상북도 포항시,2024-06-17
북포항현대자동차서비스㈜,경상북도 포항시 북구 청하면 동해대로 2353,36.17957799,129.3402179,054-232-8204,,평일 08:30~17:30,5020000,경상북도 포항시,2024-06-17
아성자동차정비공장,경상북도 포항시 북구 흥해읍 새마을로394번길 28,36.04556307,129.3196715,054-262-5757,,평일 09:00~18:00+토요일 09:00~12:00,5020000,경상북도 포항시,2024-06-17
포항자동차정비,경상북도 포항시 북구 새마을로 124 (용흥동),36.04292493,129.3474568,054-272-4614,,평일 09:00~18:00+토요일 09:00~12:00,5020000,경상북도 포항시,2024-06-17
북포항서비스 기아오토큐,경상북도 포항시 북구 흥해읍 삼흥로502번길 40,36.10302439,129.3715925,054-253-3651,,평일 09:00~18:00+토요일 09:00~15:30,5020000,경상북도 포항시,2024-06-17
명성자동차검사정비,경상북도 포항시 남구 연일읍 형산강남로436번길 8 (연일읍),35.99999311,129.3603881,054-273-7722,,평일 09:00~18:00+토요일 09:00~12:00,5020000,경상북도 포항시,2024-06-17
광명종합정비(포항시),경상북도 포항시 남구 연일읍 철강로107번길 52,35.99376275,129.3561965,054-285-5242,,평일 09:00~18:00,5020000,경상북도 포항시,2024-06-17
두마자동차종합정비,경상북도 포항시 북구 삼흥로 171(장성동),36.07759694,129.379476,054-242-5900,,평일 08:30~18:00+토요일08:30~13:00,5020000,경상북도 포항시,2024-06-17
흥해종합정비,경상북도 포항시 북구 흥해읍 동해대로 1934,36.14425892,129.3496718,054-262-9008,,평일 09:00~17:30+토요일 09:00~12:00,5020000,경상북도 포항시,2024-06-17
구일자동차공업사,강원특별자치도 원주시 현충로 69,37.36173390,127.9537145412,033-732-4230,1,평일:08:30~18:00+토요일:08:30~12:00,4191000,강원특별자치도 원주시,2023-07-06
동원주서비스,강원특별자치도 원주시 치악로 2385,37.38761860,127.97811740,033-731-1391,1,평일:09:00~18:00,4191000,강원특별자치도 원주시,2023-07-06
동아자동차공업사,강원특별자치도 원주시 호저면 신무로 9,37.3568730750,127.9006987305,033-735-9864,1,평일:08:30~18:00+토요일:08:30~13:00,4191000,강원특별자치도 원주시,2023-07-06
대한자동차공업사,강원특별자치도 원주시 호저면 신무로 20,37.3579140957,127.90045440,033-744-8299,1,평일:09:00~18:00+토요일:09:00~13:00,4191000,강원특별자치도 원주시,2023-07-06
제일자동차공업사,강원특별자치도 원주시 문막읍 원문로 2144,37.29894368,127.7962684116,033-734-3882,2,평일:09:00~18:00+토요일:09:00~12:00,4191000,강원특별자치도 원주시,2023-07-06
서원주서비스기아오토큐,강원특별자치도 원주시 호저면 우무개로 393,37.3620733840,127.91550420,033-743-4545,3,평일:09:00~18:00+토요일:09:00~12:00,4191000,강원특별자치도 원주시,2023-07-06
왕성모터스,강원특별자치도 원주시 판부면 남원로 189,37.30879789,127.9274872827,033-763-7419,3,평일:08:30~18:00+토요일:09:00~13:00,4191000,강원특별자치도 원주시,2023-07-06
진성공업사,강원특별자치도 원주시 문막읍 원문로 2198,37.29653575,127.7932338155,033-731-4577,3,평일:09:00~18:00+토요일:09:00~13:00,4191000,강원특별자치도 원주시,2023-07-06
㈜현대서원주서비스,강원특별자치도 원주시 봉화로 145,37.3577627609,127.9279672820,033-733-9800,3,평일:08:30~17:00,4191000,강원특별자치도 원주시,2023-07-06
이레카마스타,강원특별자치도 원주시 원문로 502,37.36098602,127.9061313563,033-761-2555,2,평일:08:00~18:00,4191000,강원특별자치도 원주시,2023-07-06
원주현대서비스,강원특별자치도 원주시 동부순환로 338-6,37.3449604602,127.97742030,033-731-4989,3,평일:08:30~17:30+토요일:09:00~12:30,4191000,강원특별자치도 원주시,2023-07-06
매직카자동차검사소,강원특별자치도 원주시 영랑길 140,37.3379307389,127.9846630566,033-765-0284,3,평일:08:30~18:00+토요일:08:30~13:00,4191000,강원특별자치도 원주시,2023-07-06
강릉정비㈜,강원특별자치도 강릉시 강변로534번길 37,37.76533494,128.9212752,033-652-7061,2,평일:09:00~17:00+토요일:09:00~12:00,4201000,강원특별자치도 강릉시,2024-08-21
강원대우자동차㈜정비공장,강원특별자치도 강릉시 강변로534번길 11,37.76467792,128.9197262,033-653-3516,1,평일:08:30~17:00+토요일:09:00~12:00,4201000,강원특별자치도 강릉시,2024-08-21
남경공업사,강원특별자치도 강릉시 강변로 682,37.76920354,128.934277,033-652-0005,2,평일:08:30~17:30+토요일:08:30~13:00,4201000,강원특별자치도 강릉시,2024-08-21
대성자동차공업사(강릉),강원특별자치도 강릉시 주문진읍 금용길 3,37.8771252,128.8221652,033-661-5454,1,평일:08:30~17:30+토요일:09:00~12:00,4201000,강원특별자치도 강릉시,2024-08-21
명주공업사,강원특별자치도 강릉시 주문진읍 장성로 57,37.88795031,128.826865,033-661-4007,1,평일:09:00~17:00,4201000,강원특별자치도 강릉시,2024-08-21
북강릉서비스기아오토큐㈜,강원특별자치도 강릉시 율곡로 3081,37.77614132,128.8865402,033-647-7233,2,평일:08:30~17:30,4201000,강원특별자치도 강릉시,2024-08-21
진영공업사,강원특별자치도 강릉시 강변로534번안길 12,37.76526508,128.9206869,033-653-1503,1,평일:09:00~17:30+토요일:09:00~12:00,4201000,강원특별자치도 강릉시,2024-08-21
아주공업사,인천광역시 계양구 아나지로 111,37.525767,126.704084,032-504-7888,8,09:00~18:00,3550000,인천광역시 계양구,2024-11-18
경상자동차정비,경상남도 진주시 큰들로 58,35.170627,128.109216,055-758-0018,1,평일08:30~18:00,5310000,경상남도 진주시,2024-11-11
대영기공사,경상남도 진주시 큰들로 34,35.17069766,128.106812,055-757-0909,1,평일09:00~17:30+토요일09:00~15:30,5310000,경상남도 진주시,2024-11-11
도동종합자동차정비공업사,경상남도 진주시 돗골로 13,35.169065,128.112068,055-753-1004,1,평일09:00~17:30+토요일09:00~12:00,5310000,경상남도 진주시,2024-11-11
동방자동차정비공업사,경상남도 진주시 돗골로58번길 7,35.17337256,128.1134139,055-757-2626,1,평일09:00 ~ 18:00,5310000,경상남도 진주시,2024-11-11
안전종합정비(주),경상남도 진주시 공단로 174,35.175306,128.118653,055-752-6029,1,평일08:30~17:30,5310000,경상남도 진주시,2024-11-11
유신정비공업사,경상남도 진주시 큰들로 23,35.171099,128.105309,055-753-8881,1,평일09:00 ~ 18:00,5310000,경상남도 진주시,2024-11-11
춘천자동차검사소,강원특별자치도 춘천시 동내로10 (석사동),37.84976428,127.7544064,033-262-2255,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
충주자동차검사소,충청북도 충주시 목행산단6로29 (금릉동),37.00068991,127.9190498,043-853-5050,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
태백자동차검사소,강원특별자치도 태백시 태백로576 (화전동),37.1869235,128.9616777,033-553-8191,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
포항자동차검사소,경상북도 포항시 남구 섬안로45번길 34 (괴동동),35.99552941,129.3652649,054-285-2134,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
해운대자동차검사소,부산광역시 해운대구 센텀동로201 (재송동),35.1840271,129.1197484,051-781-7570,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
홍성자동차검사소,충청남도 홍성군 홍성읍 충서로1207,36.58389087,126.6549167,041-632-5837,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
양평자동차공업사,경기도 양평군 양평읍 경강로 1744,37.50159181,127.4743583,031-772-2301,,평일(09:00~18:00),4170000,경기도 양평군,2023-12-31
(주)양서이레종합서비스기아오토큐,경기도 양평군 양서면 두물머리길20번길 7,37.54238327,127.3185797,031-772-9995,,평일(09:00~18:00),4170000,경기도 양평군,2023-12-31
양평현대자동차정비(주),경기도 양평군 양평읍 양근로 21,37.50116192,127.4776306,031-775-7720,,평일(09:00~18:00),4170000,경기도 양평군,2023-12-31
양평기아자동차서비스,경기도 양평군 양평읍 중앙로111번길 30,37.4958292,127.5030649,031-775-8111,,평일(09:00~18:00),4170000,경기도 양평군,2023-12-31
파주자동차정비검사소,경기도 파주시 천정구로 163-15,37.74837564,126.7497368,031-949-3115,3,평일:09:00~18:00+토요일:09:00~13:00,4060000,경기도 파주시,2024-05-14
㈜운정1급자동차정비검사소,경기도 파주시 교하로 469,37.70428305,126.726706,031-942-8026,3,평일:09:00~18:00+토요일:09:00~13:00,4060000,경기도 파주시,2024-05-14
㈜코리아모터스,경기도 파주시 금물다리길 281,37.77200944,126.7330599,031-941-0093,3,평일:09:00~18:00+토요일:09:00~13:00,4060000,경기도 파주시,2024-05-14
통일로카독크,경기도 파주시 월롱면 통일로644번길 2-13,37.7672119410,126.7946291219,031-940-4060,7,평일:09:00~18:00+토요일:09:00~13:00,4060000,경기도 파주시,2024-05-14
중부산서비스 기아오토큐,부산광역시 부산진구 가야대로561,35.15497916,129.0332431,051-892-1544,14,"평일 08:30~18:00, 토요일 08:30~13:00",3290000,부산광역시 부산진구,2024-07-22
화양자동차공업사,경기도 평택시 경기대로 1050(장당동),37.042086,127.065513,031-667-0151,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
(주)포승자동차,경기도 평택시 포승읍 거산길 10,36.990056,126.858435,031-681-9777,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
(주)쌍용자동차송탄정비센터,경기도 평택시 칠괴길 90-11(칠괴동),37.024673,127.079878,031-651-6418,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
거산자동차정비센타,경기도 평택시 안중읍 덕우로 64,36.996682,126.928723,031-683-4999,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
비전1급자동차서비스,경기도 평택시 이화로 134-1(죽백동),37.006468,127.135699,031-653-6464,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
홍성자동차 종합검사소 정원,충청남도 홍성군 금마면 금마로 71,36.61184663,126.7131158,041-634-6266,2,평일:09~18:00+토요일:09:00~13:00,4600000,충청남도 홍성군,2024-08-26
현대공업사,충청남도 홍성군 광천읍 광천로 185,36.49276307,126.6186512,041-642-2211,2,평일:09~18:00+토요일:09:00~13:00,4600000,충청남도 홍성군,2024-08-26
내포현대서비스㈜,충청남도 홍성군 홍북읍 홍북로453번길 50,36.65123434,126.6900237,041-630-6800,2,평일:09~18:00+토요일:09:00~13:00,4600000,충청남도 홍성군,2024-08-26
영주자동차검사소,경상북도 영주시 구성로88번길 52 (휴천동),36.803408,128.6330261,054-636-0279,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
용인자동차검사소,경기도 용인시 기흥구 중부대로853 (상하동),37.25286598,127.1458856,031-281-3709,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
울산자동차검사소,울산광역시 남구 장생포로8 (여천동),35.51926466,129.3440447,052-269-8598,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
원주자동차검사소,강원특별자치도 원주시 행구로255 (행구동),37.34348736,127.9843491,033-747-1110,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
의정부자동차검사소,경기도 의정부시 평화로287 (호원동),37.71790484,127.0467043,031-871-5000,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
이현자동차검사소,대구광역시 서구 문화로27 (이현동),35.8749419,128.5357905,053-565-5000,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
익산자동차검사소,전북특별자치도 익산시 석암로13길 101-7 (팔봉동),35.9547307,127.0049552,063-832-0404,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
인천자동차검사소,인천광역시 미추홀구 아암대로253길 81 (학익동),37.44118408,126.6376729,032-831-0196,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
전주자동차검사소,전북특별자치도 전주시 덕진구 팔복동3가 신행로 44 (팔복동3가),35.84901414,127.0928187,063-211-9936,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
정읍자동차검사소,전북특별자치도 정읍시 해평복룡길 11 (공평동),35.58358885,126.831227,063-535-6009,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
제주자동차검사소,제주특별자치도 제주시 삼봉로79 (도련이동),33.5143462,126.5894928,064-723-3114,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
주례자동차검사소,부산광역시 사상구 학장로256 (주례동),35.14567213,128.9946989,051-324-1431,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
진주자동차검사소,경상남도 진주시 솔밭로43번길 15 (상평동),35.1727322,128.1055381,055-752-0814,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
창원자동차검사소,경상남도 창원시 의창구 창원대로494 (대원동),35.22906134,128.648797,055-273-5000,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
천안자동차검사소,충청남도 천안시 서북구 음봉로 909-15 (백석동),36.82568276,127.1063325,041-552-6905,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
청주자동차검사소,충청북도 청주시 흥덕구 사운로386번길 21 (신봉동),36.66122773,127.466392,043-272-1889,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
㈜에코자동차종합정비,부산광역시 해운대구 수영강변대로 278,35.18389948,129.1189968,051-783-4972,,평일: 09:00~18:00+토요일: 09:00~13:00,3330000,부산광역시 해운대구,2024-11-15
전곡현대서비스,경기도 연천군 전곡읍 전곡로6번길 2,38.01439446,127.0706173,031-832-1511,,평일:09:00~18:00+토요일:09:00~13:00,4140000,경기도 연천군,2024-11-14
한탄강자동차정비공업사,경기도 연천군 전곡읍 양연로 1582,38.02032032,127.0661035,031-833-0057,,평일:09:00~18:00+토요일:09:00~13:00,4140000,경기도 연천군,2024-11-14
차탄현대카독크,경기도 연천군 연천읍 연천로 160,38.0909805,127.0737172,031-834-5555,,평일:09:00~18:00+토요일:09:00~13:00,4140000,경기도 연천군,2024-11-14
전곡카독크,경기도 연천군 전곡읍 전곡로 68,38.01952558,127.0738689,031-832-9970,,평일:09:00~18:00+토요일:09:00~13:00,4140000,경기도 연천군,2024-11-14
그린1급자동차공업사,경기도 연천군 전곡읍 평화로940번길 4,38.05229026,127.0682569,031-835-7870,,평일:09:00~18:00+토요일:09:00~13:00,4140000,경기도 연천군,2024-11-14
믿음1급자동차정비센타,경기도 연천군 군남면 군남로 101,38.05812022,127.0204773,031-833-5123,,평일:09:00~18:00+토요일:09:00~13:00,4140000,경기도 연천군,2024-11-14
㈜아진모터스,인천광역시 계양구 아나지로 434,37.525261,126.740393,032-546-2100,19,09:00~18:00,3550000,인천광역시 계양구,2024-11-18
㈜1급 성우자동차 검사소,인천광역시 계양구 아나지로 437번길 1,37.525744,126.740654,032-555-0065,11,09:00~18:00,3550000,인천광역시 계양구,2024-11-18
명성공업사,강원도 인제군 인제읍 인제로 43,38.05811829,128.1629265,033-461-4500,,평일:09:00~18:00+토요일:09:00~13:00,4331000,강원특별자치도 인제군,2023-06-05
대일공업사,강원도 인제군 인제읍 설악로 2342,38.0842486,128.1829333,033-462-2242,,평일:09:00~18:00+토요일:09:00~13:00,4331000,강원특별자치도 인제군,2023-06-05
인제동신공업사,강원도 인제군 인제읍 인제로 49,38.05886015,128.1636835,033-461-9701,,평일:09:00~18:00+토요일:09:00~13:00,4331000,강원특별자치도 인제군,2023-06-05
인제대성공업사,강원도 인제군 인제읍 비봉로15번길 5,38.06817264,128.1732096,033-461-7800,,평일:09:00~18:00+토요일:09:00~13:00,4331000,강원특별자치도 인제군,2023-06-05
(주)현대원통1급자동차공업사,강원도 인제군 북면 원통로 389-6,38.13252347,128.224223,033-462-1473,,평일:09:00~18:00+토요일:09:00~13:00,4331000,강원특별자치도 인제군,2023-06-05
대양공업사,강원도 철원군 갈말읍 아랫삼성길 3,38.16365277,127.3154216,033-452-2630,3,평일 9-18시,4301000,강원특별자치도 철원군,2022-11-22
상진공업사,강원도 철원군 동송읍 이평로 9,38.21048035,127.2228754,033-455-7777,2,평일 9-18시,4301000,강원특별자치도 철원군,2022-11-22
흥화자동차공업사,제주특별자치도 서귀포시 토평공단로 151(토평동),33.29444969,126.5809834,064-762-4531,,(평일)08:30~17:30,6520000,제주특별자치도 서귀포시,2023-10-31
천지자동차공업사,제주특별자치도 서귀포시 토평공단로139번길 6(토평동),33.29354767,126.5815068,064-732-0070,,(평일)08:30~17:30,6520000,제주특별자치도 서귀포시,2023-10-31
㈜삼원자동차공업사,제주특별자치도 서귀포시 대정읍 상모대서로 68,33.22827529,126.2606406,064-794-0500,,(평일)08:30~16:30,6520000,제주특별자치도 서귀포시,2023-10-31
우성자동차공업사,제주특별자치도 서귀포시 토평공단로 145(토평동),33.2938727,126.5813184,064-733-5086,,(평일)08:30~17:00,6520000,제주특별자치도 서귀포시,2023-10-31
㈜산방자동차공업사,제주특별자치도 서귀포시 안덕면 서광남로 50,33.27844104,126.3036359,064-794-1161,,(평일)09:00~17:00,6520000,제주특별자치도 서귀포시,2023-10-31
표선자동차정비공업사,제주특별자치도 서귀포시 표선면 표선백사로28번길 8,33.3188573,126.831095,064-787-2327,,(평일)08:30~17:30,6520000,제주특별자치도 서귀포시,2023-10-31
전남자동차공업사,전라남도 완도군 군외면 원동1길 12,34.38624609,126.6463471,061-554-8088,,평일08:30~18:00,4990000,전라남도 완도군,2024-08-14
대성자동차공업사,전라남도 완도군 노화읍 노화서로 93,34.1900184649,126.5710879053,061-552-3244,,평일08:30~18:00,4990000,전라남도 완도군,2024-08-14
문영공업사,전라남도 완도군 완도읍 농공단지1길 44,34.3337571383,126.7337768,061-554-8088,,평일08:30~18:00,4990000,전라남도 완도군,2024-08-14
완도자동차정비공업사,전라남도 완도군 완도읍 장보고대로11,34.33018145,126.7346912415,061-554-6700,,평일08:30~18:00,4990000,전라남도 완도군,2024-08-14
거남자동차정비공업사,전라남도 완도군 완도읍 청해진로1566,34.34346375,126.7289076,061-554-4111,,평일08:30~18:00,4990000,전라남도 완도군,2024-08-14
대광자동차공업사,전라남도 영광군 영광읍 단신길1길 22,35.2808118,126.4966694,061-351-2284,1,09:00~18:00,4970000,전라남도 영광군,2024-11-19
옥당종합자동차정비공장,전라남도 영광군 영광읍 영대로 259,35.28735476,126.5132368,061-351-4442,1,09:00~18:00,4970000,전라남도 영광군,2024-11-19
영광자동차정비공업사,전라남도 영광군 영광읍 영대로 263,35.28735377,126.5138875,061-350-0990,1,09:00~18:00,4970000,전라남도 영광군,2024-11-19
광신종합자동차공업사,전라남도 영광군 영광읍 백수로 1650-24,35.28169278,126.4866788,061-351-0982,1,09:00~18:00,4970000,전라남도 영광군,2024-11-19
대신자동차공업사,전라남도 영광군 영광읍 백수로 1650-16,35.28132885,126.4858765,061-351-0808,1,09:00~18:00,4970000,전라남도 영광군,2024-11-19
1급 서울자동차공업사,전라남도 영광군 영광읍 천년로 1348,35.26659144,126.4947088,061-353-8400,1,09:00~18:00,4970000,전라남도 영광군,2024-11-19
동부산종합서비스기아오토큐,부산광역시 해운대구 해운대로 1083,35.18225698,129.199556,051-702-5600,,평일: 08:30~17:30+토요일: 08:30~15:00,3330000,부산광역시 해운대구,2024-11-15
㈜현대정비공업,부산광역시 해운대구 선수촌로 134,35.20510328,129.1215421,051-529-0020,,평일: 08:30~17:30+토요일: 08:30~12:00,3330000,부산광역시 해운대구,2024-11-15
금사정비공업사,부산광역시 해운대구 선수촌로 125,35.20494676,129.1205238,051-525-0010,,평일: 08:30~17:00+토요일: 08:30~14:30,3330000,부산광역시 해운대구,2024-11-15
(주)옥천현대상용서비스,충청북도 옥천군 옥천읍 옥천동이로 100-8,36.3015139,127.5859405,043-732-2200,3,(평일) 09:00~18:00,4430000,충청북도 옥천군,2024-07-30
금성공업사,충청북도 옥천군 옥천읍 대천길11,36.29193316,127.5670607,043-732-4444,3,(평일) 09:00~18:00,4430000,충청북도 옥천군,2024-07-30
